"id","name","breed","sex","shots","licensed","neutered","birthday","weight"
"0","Mitchell","German Shepherd","M","1","1","0","2007-05-09","82"
"0","Austen","Irish Wolfhound","M","1","0","1","2001-11-04","109"
"0","Nicolas","Labrador","F","0","1","0","2006-12-12","29"
"0","Jewell","Bernese Mountain Dog","M","0","0","0","2008-03-24","120"
"0","Adriel","Rottweiler","F","0","1","0","2008-09-17","44"
"0","Jedidiah","Corgi","F","1","1","0","2016-02-01","8"
"0","Jadyn","Bulldog","F","1","1","0","2001-05-13","47"
"0","Erwin","Border Collie","F","1","0","1","2012-10-16","77"
"0","Helena","Poodle","F","0","0","1","2014-03-21","19"
"0","Quincy","Cavalier King Charles Spaniel","M","0","0","0","2004-07-08","110"
"0","Margarita","Australian Shepherd","F","1","1","0","2009-11-15","17"
"0","Deion","Rottweiler","F","0","0","0","2005-03-11","132"
"0","Tommie","Bernese Mountain Dog","M","1","1","1","2001-10-09","106"
"0","Joelle","Yorkshire Terriers","M","0","0","1","2002-01-07","33"
"0","Ethan","Afghan","M","1","0","1","2012-02-10","23"
"0","Derick","Australian Shepherd","F","1","1","0","2002-01-15","52"
"0","Taya","Rottweiler","F","1","1","1","2002-01-04","106"
"0","Daniella","Labrador","M","1","1","1","2017-10-13","31"
"0","Rick","Huskie","F","1","0","0","2012-03-21","107"
"0","Jovani","Great Dane","F","0","1","1","2005-07-19","131"
"0","Barry","German Shepherd","F","1","0","1","2011-11-20","44"
"0","Jasmin","German Shepherd","M","1","1","1","2002-11-05","79"
"0","Nicolas","Bernese Mountain Dog","F","0","1","0","2001-10-21","124"
"0","Arthur","Border Collie","F","0","1","1","2008-08-27","81"
"0","Cassandra","Labrador","F","1","1","0","2000-01-12","18"
"0","Georgianna","Beagle","M","1","0","1","2015-04-08","53"
"0","Lacey","Irish Wolfhound","F","1","0","0","2003-09-26","84"
"0","Tiara","Shih Tzu","F","0","1","1","2012-02-17","47"
"0","Chad","Golden Retriever","F","0","1","1","2001-08-01","126"
"0","Arely","Mastiff","M","0","0","1","2002-01-24","52"
"0","Priscilla","Afghan","M","1","0","1","2007-01-03","50"
"0","Karolann","Pug","F","0","1","0","2017-02-15","30"
"0","Kiarra","Bernese Mountain Dog","M","0","1","0","2007-12-16","52"
"0","Joel","Irish Wolfhound","M","0","1","1","2007-06-03","80"
"0","Garth","Doberman Pinscher","M","1","1","0","2011-07-10","92"
"0","Jordane","Irish Wolfhound","F","1","0","0","2013-08-27","102"
"0","Tomas","Labrador","F","1","0","1","2017-11-15","121"
"0","Jailyn","Australian Shepherd","F","0","0","0","2007-01-19","69"
"0","Anna","Cavalier King Charles Spaniel","F","1","1","0","2001-09-25","118"
"0","Jerald","German Shepherd","F","0","0","1","2010-01-19","73"
"0","Vance","Doberman Pinscher","M","0","1","0","2015-06-15","95"
"0","Lilly","Shih Tzu","F","1","0","1","2017-10-15","87"
"0","Aaliyah","German Shepherd","M","0","1","1","2012-02-02","65"
"0","Francisco","Labrador","F","0","1","1","2001-06-03","65"
"0","Keaton","Labrador","F","0","1","0","2000-01-01","31"
"0","Korbin","Border Collie","F","0","0","0","2003-01-10","128"
"0","Cassandra","Yorkshire Terriers","F","0","0","0","2011-01-25","109"
"0","Myrna","Labrador","M","0","1","0","2015-03-22","35"
"0","Dominic","Labrador","M","1","0","1","2016-01-16","99"
"0","Shemar","Afghan","F","1","0","0","2017-08-06","51"
"0","Harvey","Corgi","M","1","1","0","2014-10-13","71"
"0","Yasmin","Alaskan Malamute","M","0","1","0","2008-07-22","109"
"0","Margarette","Dalmatian","M","0","1","0","2004-06-05","96"
"0","Viva","Alaskan Malamute","M","0","0","0","2005-09-09","85"
"0","Katharina","Rottweiler","M","1","0","1","2002-04-23","104"
"0","Anibal","Yorkshire Terriers","F","0","1","0","2017-07-15","63"
"0","Madonna","Pug","F","0","1","1","2006-03-25","11"
"0","Cheyenne","Great Dane","F","1","1","0","2009-07-07","47"
"0","Jerald","Australian Shepherd","M","0","1","0","2003-11-20","50"
"0","Reta","Pug","M","1","1","0","2008-01-15","88"
"0","Dashawn","Australian Shepherd","M","1","0","1","2004-09-07","96"
"0","Alta","Australian Shepherd","M","1","1","0","2011-08-12","66"
"0","Serenity","Poodle","F","1","1","0","2014-12-03","27"
"0","Marcus","Golden Retriever","F","0","0","1","2001-12-27","35"
"0","Sophie","Border Collie","M","0","1","0","2016-03-26","82"
"0","Oren","Alaskan Malamute","F","0","0","1","2005-10-08","108"
"0","Rosario","Border Collie","F","1","1","0","2007-12-21","29"
"0","Kelsi","Dalmatian","M","0","0","1","2011-11-05","114"
"0","Austen","Border Collie","M","1","1","1","2009-01-12","40"
"0","Carole","Poodle","M","0","1","0","2003-07-08","128"
"0","Rebeka","Irish Wolfhound","M","1","0","0","2015-04-24","129"
"0","Eldon","Boxers","F","1","0","1","2017-02-22","49"
"0","Bethany","Alaskan Malamute","F","1","1","0","2009-04-25","89"
"0","Brooke","Bulldog","M","0","1","0","2006-05-05","117"
"0","Kianna","Bulldog","M","1","1","1","2002-08-06","121"
"0","Mary","Poodle","M","1","0","1","2000-09-17","133"
"0","Sally","Boston Terrier","M","0","1","1","2013-02-16","105"
"0","Heather","Beagle","M","1","0","0","2001-10-21","67"
"0","Kaley","Bulldog","F","1","1","1","2007-10-06","86"
"0","Ansel","Mastiff","M","0","1","0","2017-11-03","38"
"0","Noe","Cavalier King Charles Spaniel","M","1","1","0","2011-04-25","117"
"0","Tressie","Corgi","M","0","0","1","2004-09-15","13"
"0","Jaycee","Labrador","M","1","1","0","2009-07-15","40"
"0","Georgianna","German Shepherd","M","0","0","1","2004-10-05","59"
"0","Mallie","Boxers","M","1","1","1","2004-10-05","120"
"0","Enrico","Corgi","F","0","0","1","2002-08-01","8"
"0","Lauretta","Bulldog","F","0","1","1","2010-11-01","108"
"0","Moshe","German Shepherd","M","1","1","0","2002-09-24","74"
"0","Parker","Dalmatian","F","1","0","1","2010-02-27","10"
"0","Samara","Dalmatian","F","1","0","0","2011-05-27","130"
"0","Hector","Rottweiler","F","0","1","1","2007-04-19","21"
"0","Leonardo","Border Collie","M","0","0","0","2009-02-12","114"
"0","Ellie","Beagle","M","1","0","0","2013-09-05","117"
"0","Alvis","Doberman Pinscher","M","1","1","0","2017-02-04","54"
"0","Eve","Bulldog","M","0","0","1","2005-01-20","18"
"0","Desiree","Corgi","F","1","1","0","2006-08-01","79"
"0","Gordon","Alaskan Malamute","F","0","0","0","2005-01-03","95"
"0","Emie","German Shepherd","M","1","0","0","2017-06-02","16"
"0","Jacynthe","Mastiff","M","0","1","1","2005-08-07","99"
"0","Gustave","Dalmatian","M","1","0","1","2003-06-06","85"
"0","Helmer","Golden Retriever","F","1","0","1","2015-08-01","40"
"0","Aracely","Golden Retriever","M","1","0","1","2007-02-03","86"
"0","Cassandre","Dalmatian","M","1","1","0","2017-11-04","46"
"0","Hillard","Boxers","F","1","1","0","2012-12-19","76"
"0","Rylee","Corgi","F","0","1","1","2015-05-28","59"
"0","Kyle","Yorkshire Terriers","F","0","1","0","2002-10-04","119"
"0","Monique","Border Collie","M","0","0","0","2013-06-18","5"
"0","Emmie","Mastiff","M","1","1","0","2016-06-07","129"
"0","Rudy","Dachshunds","M","0","1","1","2009-07-16","97"
"0","Wyman","Cavalier King Charles Spaniel","F","1","0","1","2009-11-27","17"
"0","Isadore","Great Dane","F","0","1","0","2015-09-05","32"
"0","Alycia","Afghan","F","0","0","1","2011-09-21","115"
"0","Luis","German Shepherd","F","0","1","0","2017-12-02","114"
"0","Audie","Irish Wolfhound","F","0","0","1","2016-03-03","51"
"0","Lowell","Great Dane","F","0","1","1","2007-07-13","42"
"0","Kristofer","Boston Terrier","F","0","0","1","2015-12-22","56"
"0","Al","Yorkshire Terriers","F","1","1","0","2008-07-01","91"
"0","Timmy","Labrador","F","1","0","0","2009-03-21","85"
"0","Trisha","Cavalier King Charles Spaniel","M","1","0","0","2010-03-11","9"
"0","Libby","Doberman Pinscher","F","1","0","0","2010-01-27","40"
"0","Arne","Great Dane","F","1","0","0","2016-12-22","71"
"0","Lola","Boxers","F","0","1","0","2005-09-10","134"
"0","Benton","Golden Retriever","M","1","0","0","2014-09-19","9"
"0","Easton","Bernese Mountain Dog","M","0","1","0","2000-05-17","54"
"0","Norene","Poodle","M","0","1","1","2001-05-10","112"
"0","Samara","Border Collie","M","0","0","0","2010-11-03","37"
"0","Mikel","Rottweiler","M","0","0","0","2010-03-26","112"
"0","Avis","Yorkshire Terriers","M","1","0","0","2003-09-12","97"
"0","Kieran","Great Dane","M","1","1","0","2007-05-03","77"
"0","Helene","Huskie","M","0","1","0","2001-11-20","26"
"0","Ward","Yorkshire Terriers","F","0","1","0","2005-09-03","79"
"0","Rolando","Pug","M","1","0","1","2005-06-10","48"
"0","Raegan","Dalmatian","F","0","1","0","2017-09-02","17"
"0","Carleton","Bulldog","M","0","0","1","2000-02-12","123"
"0","Maynard","Poodle","F","1","1","1","2005-08-14","63"
"0","Brandyn","Huskie","F","1","1","1","2009-01-04","73"
"0","Ambrose","Shih Tzu","M","1","1","1","2008-05-10","43"
"0","Trystan","Beagle","M","0","0","0","2000-10-09","123"
"0","Felix","Irish Wolfhound","M","0","1","0","2000-12-19","71"
"0","Brent","Border Collie","F","0","0","1","2011-08-11","74"
"0","Gerson","Irish Wolfhound","F","1","1","1","2006-10-11","6"
"0","Howell","Boston Terrier","M","1","1","1","2016-07-25","90"
"0","Roosevelt","Great Dane","F","1","1","1","2000-11-25","117"
"0","Jaiden","Labrador","M","1","0","1","2007-05-23","120"
"0","Ansel","Dalmatian","M","1","1","0","2016-05-05","123"
"0","Chesley","Dalmatian","M","1","0","1","2008-08-08","16"
"0","Roman","Boxers","F","0","1","1","2011-03-14","123"
"0","Caleigh","Great Dane","F","1","1","0","2014-12-16","50"
"0","Kaya","Boxers","F","0","1","1","2001-09-15","62"
"0","Deonte","Border Collie","M","1","0","0","2005-04-22","65"
"0","Seamus","Bulldog","M","0","0","0","2015-08-07","5"
"0","Stanton","Cavalier King Charles Spaniel","F","1","1","0","2002-10-18","71"
"0","Katheryn","Dalmatian","M","0","1","1","2015-09-17","94"
"0","Asia","Beagle","M","0","1","1","2011-02-16","5"
"0","Donnie","Yorkshire Terriers","F","0","1","1","2002-04-16","77"
"0","Thora","Corgi","F","0","1","0","2005-03-24","36"
"0","Stephany","Irish Wolfhound","M","0","0","1","2010-12-12","125"
"0","Freeman","Alaskan Malamute","F","0","0","0","2010-09-19","109"
"0","Constantin","Yorkshire Terriers","F","0","1","1","2013-11-07","37"
"0","Leone","Huskie","M","1","1","0","2005-04-04","108"
"0","Korbin","Dachshunds","M","1","1","0","2017-03-15","96"
"0","Ralph","Doberman Pinscher","F","0","1","0","2007-05-05","8"
"0","Abe","Boston Terrier","M","0","1","1","2009-04-06","132"
"0","Haylie","Dalmatian","M","0","0","1","2010-04-21","33"
